,Gene Symbol,Interactor Symbol,Entrez ID,Evidence,Interactor Name,Uniport ID,Reference,Species,Interaction Type,edge,loci,loci-Gene-Symbol,loci-Interactor-Symbol
28607,MBD5,NAA50,80218,IP;     LC-MS/MS,"N(alpha)-acetyltransferase 50, NatE catalytic subunit",Q9GZZ1,26186194,Homo sapiens,Protein Binding,"MBD5,NAA50",,2q23.1,0
28608,MBD5,NME2P1,,IP;     LC-MS/MS,Putative nucleoside diphosphate kinase,O60361,26186194,Homo sapiens,Protein Binding,"MBD5,NME2P1",,2q23.1,0
28609,MBD5,PMVK,10654,IP;     LC-MS/MS,Phosphomevalonate kinase,Q15126,26186194,Homo sapiens,Protein Binding,"MBD5,PMVK",,2q23.1,0
28610,MBD5,SNX3,8724,IP;     LC-MS/MS,sorting nexin 3,O60493,26186194,Homo sapiens,Protein Binding,"MBD5,SNX3",,2q23.1,0
28611,MBD5,UBE2E1,7324,IP;     LC-MS/MS,ubiquitin-conjugating enzyme E2E 1,P51965,26186194,Homo sapiens,Protein Binding,"MBD5,UBE2E1",,2q23.1,0
28612,MBD5,UBE2T,29089,IP;     LC-MS/MS,ubiquitin-conjugating enzyme E2T (putative),Q9NPD8,26186194,Homo sapiens,Protein Binding,"MBD5,UBE2T",,2q23.1,0
28616,MCPH1,ANGPT2,285,ChIP;     WB;     EMSA,angiopoietin 2,O15123,25703238,Homo sapiens,Direct Regulation,"MCPH1,ANGPT2",,8p23.1,0
28617,MCPH1,BRCA2,675,IP/WB;      GST,"breast cancer 2, early onset",P51587,19549900,Homo sapiens,Protein Binding,"MCPH1,BRCA2",,8p23.1,13q13.1
28618,MCPH1,DNMT1,1786,IP/WB,DNA (cytosine-5-)-methyltransferase 1,P26358,25703238,Homo sapiens,Protein Binding,"MCPH1,DNMT1",,8p23.1,0
28619,MCPH1,DNMT3B,1789,IP/WB,DNA (cytosine-5-)-methyltransferase 3 beta,Q9UBC3,25703238,Homo sapiens,Protein Binding,"MCPH1,DNMT3B",,8p23.1,0
28620,MCPH1,E2F1,1869,"IP/WB,IP/WB;      Bimolecular fluorescence complementation assay",E2F transcription factor 1,Q01094,18660752,Homo sapiens,Protein Binding,"MCPH1,E2F1",,8p23.1,0
28621,MCPH1,E2F1,1869,"IP/WB,IP/WB;      Bimolecular fluorescence complementation assay",E2F transcription factor 1,Q01094,25703238,Homo sapiens,Protein Binding,"MCPH1,E2F1",,8p23.1,0
28622,MCPH1,EFCAB4B,84766,IP;     LC-MS/MS,EF-hand calcium binding domain 4B,Q9BSW2,26186194,Homo sapiens,Protein Binding,"MCPH1,EFCAB4B",,8p23.1,0
28623,MCPH1,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MCPH1,FMR1",,8p23.1,Xq27.3
28624,MCPH1,NCAPG2,54892,Affinity chromatography;      MS;      IP/WB,"non-SMC condensin II complex, subunit G2",Q86XI2,18718915,Homo sapiens,Protein Binding,"MCPH1,NCAPG2",,8p23.1,0
28625,MCPH1,RAD51,5888,IP/WB,"RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)",Q06609,19549900,Homo sapiens,Protein Binding,"MCPH1,RAD51",,8p23.1,0
28626,MCPH1,TERF2,7014,IP/WB;      GST,telomeric repeat binding factor 2,Q9NYB0,19287395,Homo sapiens,Protein Binding,"MCPH1,TERF2",,8p23.1,16q22.1
28628,MDGA2,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MDGA2,FMR1",,14q21.3,Xq27.3
28629,MECP2,7-Sep,989,ChIP,septin 7,A8K3D0,15549394,Homo sapiens,DNA Binding,"MECP2,7-Sep",,Xq28,0
28630,MECP2,ABCB1,5243,ChIP,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",A4D1D2,11726209,Homo sapiens,DNA Binding,"MECP2,ABCB1",,Xq28,0
28631,MECP2,ABCG2,9429,ChIP,"ATP-binding cassette, sub-family G (WHITE), member 2",Q9UNQ0,16954373,Homo sapiens,DNA Binding,"MECP2,ABCG2",,Xq28,0
28632,MECP2,ACTL6A,86,IP;    LC-MS/MS,actin-like 6A,O96019,26344767,Homo sapiens,Protein Binding,"MECP2,ACTL6A",,Xq28,0
28633,MECP2,ADAM12,8038,Supershift assay;      ChIP,ADAM metallopeptidase domain 12,O43184,23135915,Homo sapiens,DNA Binding,"MECP2,ADAM12",,Xq28,0
28634,MECP2,ADORA2A,135,ChIP,adenosine A2a receptor,P29274,20002525,Homo sapiens,DNA Binding,"MECP2,ADORA2A",,Xq28,22q11.23
28635,MECP2,ANKRD2,26287,Protein microarray;      GST;      DNA affinity precipitation,ankyrin repeat domain 2 (stretch responsive muscle),Q9GZV1,22016770,Homo sapiens,DNA Binding,"MECP2,ANKRD2",,Xq28,0
28636,MECP2,APOE,348,ChIP,apolipoprotein E,P02649,14633992,Homo sapiens,DNA Binding,"MECP2,APOE",,Xq28,0
28637,MECP2,Arx,170302,ChIP,aristaless related homeobox,Q96QS3,21497756,Homo sapiens,DNA Binding,"MECP2,Arx",,Xq28,0
28638,MECP2,BAZ1A,11177,IP;     LC-MS/MS,"bromodomain adjacent to zinc finger domain, 1A",Q9NRL2,26186194,Homo sapiens,Protein Binding,"MECP2,BAZ1A",,Xq28,0
28639,MECP2,BBX,56987,IP;     LC-MS/MS,bobby sox homolog (Drosophila),A8K6U2,26186194,Homo sapiens,Protein Binding,"MECP2,BBX",,Xq28,0
28640,MECP2,BIRC2,329,ChIP,baculoviral IAP repeat containing 2,Q13490,15549394,Homo sapiens,DNA Binding,"MECP2,BIRC2",,Xq28,0
28641,MECP2,BLM,641,IP;     LC-MS/MS,"Bloom syndrome, RecQ helicase-like",P54132,26186194,Homo sapiens,Protein Binding,"MECP2,BLM",,Xq28,0
28642,MECP2,BRD4,23476,ChIP-chip,bromodomain containing 4,O60885,18042715,Homo sapiens,DNA Binding,"MECP2,BRD4",,Xq28,19p13.12
28643,MECP2,BRIX1,55299,IP;     LC-MS/MS,"BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)",Q8TDN6,26186194,Homo sapiens,Protein Binding,"MECP2,BRIX1",,Xq28,0
28644,MECP2,BRSK2,9024,ChIP-chip,BR serine/threonine kinase 2,Q8IWQ3,18042715,Homo sapiens,DNA Binding,"MECP2,BRSK2",,Xq28,11p15.5
28645,MECP2,C10ORF2,56652,IP;     LC-MS/MS,chromosome 10 open reading frame 2,Q96RR1,26186194,Homo sapiens,Protein Binding,"MECP2,C10ORF2",,Xq28,0
28646,MECP2,C11ORF57,55216,IP;     LC-MS/MS,chromosome 11 open reading frame 57,Q6ZUT1,26186194,Homo sapiens,Protein Binding,"MECP2,C11ORF57",,Xq28,0
28647,MECP2,C18ORF21,83608,IP;     LC-MS/MS,UPF0711 protein C18orf21,Q32NC0,26186194,Homo sapiens,Protein Binding,"MECP2,C18ORF21",,Xq28,0
28648,MECP2,C3ORF17,25871,IP;     LC-MS/MS,chromosome 3 open reading frame 17,Q6NW34,26186194,Homo sapiens,Protein Binding,"MECP2,C3ORF17",,Xq28,0
28649,MECP2,C9ORF114,51490,IP;     LC-MS/MS,chromosome 9 open reading frame 114,Q5T280,26186194,Homo sapiens,Protein Binding,"MECP2,C9ORF114",,Xq28,0
28650,MECP2,CBX3,11335,"ChIP,IP; LC-MS/MS",chromobox homolog 3,Q13185,17698499,Homo sapiens,DNA Binding,"MECP2,CBX3",,Xq28,0
28651,MECP2,CCNA2,890,ChIP,cyclin A2,P20248,17698632,Homo sapiens,DNA Binding,"MECP2,CCNA2",,Xq28,0
28652,MECP2,CD70,970,ChIP,CD70 molecule,P32970,21865261,Homo sapiens,DNA Binding,"MECP2,CD70",,Xq28,0
28654,MECP2,CDK5,1020,in vivo kinase assay,cyclin-dependent kinase 5,Q00535,26558783,Homo sapiens,Protein Modification,"MECP2,CDK5",,Xq28,0
28655,MECP2,CDK5R1,8851,in vivo kinase assay,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)",Q15078,26558783,Homo sapiens,Protein Modification,"MECP2,CDK5R1",,Xq28,0
28656,MECP2,CDKL5,6792,GST;      IP/WB,cyclin-dependent kinase-like 5,O76039,15917271,Homo sapiens,Protein Binding,"MECP2,CDKL5",,Xq28,Xp22.13
28657,MECP2,CDKN2A,1029,ChIP,"cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)",P42771,17140695,Homo sapiens,DNA Binding,"MECP2,CDKN2A",,Xq28,0
28658,MECP2,CEBPA,1050,ChIP,"CCAAT/enhancer binding protein (C/EBP), alpha",P49715,16537832,Homo sapiens,DNA Binding,"MECP2,CEBPA",,Xq28,0
28659,MECP2,CEBPZ,10153,IP;     LC-MS/MS,"CCAAT/enhancer binding protein (C/EBP), zeta",Q03701,26186194,Homo sapiens,Protein Binding,"MECP2,CEBPZ",,Xq28,0
28660,MECP2,CENPV,201161,IP;     LC-MS/MS,centromere protein V,Q7Z7K6,26186194,Homo sapiens,Protein Binding,"MECP2,CENPV",,Xq28,0
28661,MECP2,CHMP1A,5119,IP;     LC-MS/MS,charged multivesicular body protein 1A,A6NG32,26186194,Homo sapiens,Protein Binding,"MECP2,CHMP1A",,Xq28,16q24.3
28662,MECP2,CHRFAM7A,89832,ChIP-chip,"CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion",Q494W8,21840925,Homo sapiens,DNA Binding,"MECP2,CHRFAM7A",,Xq28,0
28663,MECP2,CHRNA7,1139,ChIP-chip,"cholinergic receptor, nicotinic, alpha 7 (neuronal)",P36544,21840925,Homo sapiens,DNA Binding,"MECP2,CHRNA7",,Xq28,15q13.3
28664,MECP2,CHUK,1147,IP/WB;      in vitro kinase assay,conserved helix-loop-helix ubiquitous kinase,O15111,22848609,Homo sapiens,Protein Modification,"MECP2,CHUK",,Xq28,0
28665,MECP2,CLU,1191,ChIP,clusterin,P10909,20420693,Homo sapiens,DNA Binding,"MECP2,CLU",,Xq28,0
28666,MECP2,CRMP1,1400,ChIP,collapsin response mediator protein 1,B3KT07,20420693,Homo sapiens,DNA Binding,"MECP2,CRMP1",,Xq28,0
28667,MECP2,CROCC,9696,ChIP,"ciliary rootlet coiled-coil, rootletin",Q5TZA2,21593744,Homo sapiens,DNA Binding,"MECP2,CROCC",,Xq28,0
28668,MECP2,CSE1L,1434,ChIP,CSE1 chromosome segregation 1-like (yeast),P55060,15549394,Homo sapiens,DNA Binding,"MECP2,CSE1L",,Xq28,0
28669,MECP2,CTCF,10664,ChIP,CCCTC-binding factor (zinc finger protein),B5MC38,19132145,Homo sapiens,DNA Binding,"MECP2,CTCF",,Xq28,16q22.1
28670,MECP2,DDX21,9188,IP;     LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box helicase 21,Q9NR30,26186194,Homo sapiens,Protein Binding,"MECP2,DDX21",,Xq28,0
28671,MECP2,DDX23,9416,IP;    LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,Q9BUQ8,26344767,Homo sapiens,Protein Binding,"MECP2,DDX23",,Xq28,0
28672,MECP2,DDX24,57062,IP;     LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24,Q9GZR7,26186194,Homo sapiens,Protein Binding,"MECP2,DDX24",,Xq28,0
28673,MECP2,DDX25,29118,IP;    LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box helicase 25,Q9UHL0,26344767,Homo sapiens,Protein Binding,"MECP2,DDX25",,Xq28,0
28674,MECP2,DDX27,55661,IP;    LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27,Q96GQ7,26344767,Homo sapiens,Protein Binding,"MECP2,DDX27",,Xq28,0
28675,MECP2,DDX31,64794,IP;     LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box polypeptide 31,Q9H8H2,26186194,Homo sapiens,Protein Binding,"MECP2,DDX31",,Xq28,0
28676,MECP2,DDX3X,1654,IP;    LC-MS/MS,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked",O00571,26344767,Homo sapiens,Protein Binding,"MECP2,DDX3X",,Xq28,Xp11.4
28677,MECP2,DDX50,79009,IP;    LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box polypeptide 50,Q9BQ39,26344767,Homo sapiens,Protein Binding,"MECP2,DDX50",,Xq28,0
28678,MECP2,DDX51,317781,IP;     LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51,Q8N8A6,26186194,Homo sapiens,Protein Binding,"MECP2,DDX51",,Xq28,0
28679,MECP2,DDX54,79039,IP;     LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54,Q8TDD1,26186194,Homo sapiens,Protein Binding,"MECP2,DDX54",,Xq28,0
28680,MECP2,DDX56,54606,IP;     LC-MS/MS,DEAD (Asp-Glu-Ala-Asp) box helicase 56,Q9NY93,26186194,Homo sapiens,Protein Binding,"MECP2,DDX56",,Xq28,0
28681,MECP2,DGCR8,54487,"IP;     LC-MS/MS,GST;      IP/WB;      FRET,IP/WB",DiGeorge syndrome critical region gene 8,Q8WYQ5,26186194,Homo sapiens,Protein Binding,"MECP2,DGCR8",,Xq28,0
28682,MECP2,DHX16,8449,IP;    LC-MS/MS,DEAH (Asp-Glu-Ala-His) box polypeptide 16,O60231,26344767,Homo sapiens,Protein Binding,"MECP2,DHX16",,Xq28,0
28683,MECP2,DHX30,22907,IP;    LC-MS/MS,DEAH (Asp-Glu-Ala-His) box polypeptide 30,Q7L2E3,26344767,Homo sapiens,Protein Binding,"MECP2,DHX30",,Xq28,0
28684,MECP2,DHX36,170506,IP;    LC-MS/MS,DEAH (Asp-Glu-Ala-His) box polypeptide 36,Q9H2U1,26344767,Homo sapiens,Protein Binding,"MECP2,DHX36",,Xq28,0
28685,MECP2,DHX37,57647,IP;    LC-MS/MS,DEAH (Asp-Glu-Ala-His) box polypeptide 37,Q8IY37,26344767,Homo sapiens,Protein Binding,"MECP2,DHX37",,Xq28,0
28686,MECP2,DHX9,1660,"IP;    LC-MS/MS,IP; LC-MS/MS; IP/WB",DEAH (Asp-Glu-Ala-His) box polypeptide 9,Q08211,26344767,Homo sapiens,Protein Binding,"MECP2,DHX9",,Xq28,0
28687,MECP2,DLX5,1749,ChIP;      WB;      qRT-PCR;      Southern blot;      ChIP-loop assay,distal-less homeobox 5,P56178,15608638,Homo sapiens,DNA Binding,"MECP2,DLX5",,Xq28,0
28688,MECP2,DLX6,1750,ChIP;      WB;      qRT-PCR;      Southern blot;      ChIP-loop assay,distal-less homeobox 6,J3KR92,15608638,Homo sapiens,DNA Binding,"MECP2,DLX6",,Xq28,7q21.3
28689,MECP2,DNM1,1759,ChIP,dynamin 1,Q05193,20420693,Homo sapiens,DNA Binding,"MECP2,DNM1",,Xq28,0
28690,MECP2,E2F1,1869,Luciferase reporter assay,E2F transcription factor 1,Q01094,20032179,Homo sapiens,DNA Binding,"MECP2,E2F1",,Xq28,0
28691,MECP2,EGR2,1959,ChIP,early growth response 2,P11161,19000991,Homo sapiens,DNA Binding,"MECP2,EGR2",,Xq28,0
28692,MECP2,EIF2AK2,5610,IP;     LC-MS/MS,eukaryotic translation initiation factor 2-alpha kinase 2,P19525,26186194,Homo sapiens,Protein Binding,"MECP2,EIF2AK2",,Xq28,0
28693,MECP2,EP300,2033,IP/WB;      in vitro acetylation assay,E1A binding protein p300,Q9Y6B2,22677942,Homo sapiens,Protein Modification,"MECP2,EP300",,Xq28,22q13.2
28694,MECP2,ESF1,51575,IP;     LC-MS/MS,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",Q9H501,26186194,Homo sapiens,Protein Binding,"MECP2,ESF1",,Xq28,0
28695,MECP2,ESR1,2099,ChIP,estrogen receptor 1,P03372,21655924,Homo sapiens,DNA Binding,"MECP2,ESR1",,Xq28,0
28696,MECP2,FCF1,51077,IP;     LC-MS/MS,FCF1 small subunit (SSU) processome component homolog (S. cerevisiae),Q4FZ45,26186194,Homo sapiens,Protein Binding,"MECP2,FCF1",,Xq28,0
28697,MECP2,FHIT,2272,ChIP,fragile histidine triad gene,P49789,17140695,Homo sapiens,DNA Binding,"MECP2,FHIT",,Xq28,3p14.2
28698,MECP2,FHL1,2273,ChIP,four and a half LIM domains 1,Q13642,15549394,Homo sapiens,DNA Binding,"MECP2,FHL1",,Xq28,0
28699,MECP2,FMR1,2332,PAR-CLIP;      RNA immunoprecipitation (RIP),fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"MECP2,FMR1",,Xq28,Xq27.3
28700,MECP2,FOXG1,2290,"IP/WB,IP/WB",forkhead box G1,P55316,22357867,Homo sapiens,Protein Binding,"MECP2,FOXG1",,Xq28,14q12
28702,MECP2,FUS,2521,"in vivo splicing assay;    Co-localization,IP; LC-MS/MS; IP/WB",fused in sarcoma,P35637,26251528,Homo sapiens,RNA Binding,"MECP2,FUS",,Xq28,0
28703,MECP2,FXR2,9513,IP;     LC-MS/MS,Fragile X retardation 2,P51116,26186194,Homo sapiens,Protein Binding,"MECP2,FXR2",,Xq28,0
28704,MECP2,GABRB3,2562,ChIP,"gamma-aminobutyric acid (GABA) A receptor, beta 3",P28472,17339270,Homo sapiens,DNA Binding,"MECP2,GABRB3",,Xq28,15q12
28705,MECP2,GAD1,2571,"ChIP;      Methylated DNA immunoprecipitation (MeDIP),ChIP","glutamate decarboxylase 1 (brain, 67kDa)",Q8IVA8,24448211,Homo sapiens,DNA Binding,"MECP2,GAD1",,Xq28,0
28706,MECP2,GAD2,2572,"ChIP;      Methylated DNA immunoprecipitation (MeDIP),ChIP",Glutamate decarboxylase 2,Q05329,24448211,Homo sapiens,DNA Binding,"MECP2,GAD2",,Xq28,0
28707,MECP2,GNB1,2782,ChIP,"guanine nucleotide binding protein (G protein), beta polypeptide 1",P62873,20420693,Homo sapiens,DNA Binding,"MECP2,GNB1",,Xq28,0
28708,MECP2,GNL2,29889,IP;     LC-MS/MS,guanine nucleotide binding protein-like 2 (nucleolar),Q13823,26186194,Homo sapiens,Protein Binding,"MECP2,GNL2",,Xq28,0
28709,MECP2,GSTP1,2950,ChIP,glutathione S-transferase pi 1,P09211,15172996,Homo sapiens,DNA Binding,"MECP2,GSTP1",,Xq28,0
28710,MECP2,GTF2B,2959,GST,general transcription factor IIB,Q00403,10756192,Homo sapiens,Protein Binding,"MECP2,GTF2B",,Xq28,0
28711,MECP2,GTF2F2,2963,ChIP-chip,"general transcription factor IIF, polypeptide 2, 30kDa",P13984,18042715,Homo sapiens,DNA Binding,"MECP2,GTF2F2",,Xq28,0
28712,MECP2,GTPBP10,85865,IP;     LC-MS/MS,GTP-binding protein 10 (putative),A4D1E9,26186194,Homo sapiens,Protein Binding,"MECP2,GTPBP10",,Xq28,0
28713,MECP2,GTPBP4,23560,IP;     LC-MS/MS,GTP binding protein 4,D2CFK9,26186194,Homo sapiens,Protein Binding,"MECP2,GTPBP4",,Xq28,0
28714,MECP2,H19,14955,Luciferase reporter assay,H19 fetal liver mRNA,,11861904,Homo sapiens,DNA Binding,"MECP2,H19",,Xq28,0
28715,MECP2,HDAC1,3065,"IP/WB;      GST,IP;    LC-MS/MS,IP; LC-MS/MS; IP/WB",histone deacetylase 1,Q13547,9620804,Homo sapiens,Protein Binding,"MECP2,HDAC1",,Xq28,0
28716,MECP2,HDAC2,3066,"GST,IP;    LC-MS/MS",histone deacetylase 2,Q92769,9620804,Homo sapiens,Protein Binding,"MECP2,HDAC2",,Xq28,0
28717,MECP2,HIPK2,28996,Y2H;      IP/WB;      in vitro kinase assay,homeodomain interacting protein kinase 2,Q9H2X6,19820693,Homo sapiens,Protein Modification,"MECP2,HIPK2",,Xq28,0
28718,MECP2,HIRA,7290,IP;     LC-MS/MS,HIR histone cell cycle regulation defective homolog A (S. cerevisiae),P54198,26186194,Homo sapiens,Protein Binding,"MECP2,HIRA",,Xq28,0
28719,MECP2,HIST1H1T,3010,IP;     LC-MS/MS,Histone H1t,P22492,26186194,Homo sapiens,Protein Binding,"MECP2,HIST1H1T",,Xq28,0
28720,MECP2,HIST2H2BF,440689,IP;     LC-MS/MS,"histone cluster 2, H2bf",Q5QNW6,26186194,Homo sapiens,Protein Binding,"MECP2,HIST2H2BF",,Xq28,0
28721,MECP2,HMGN1,3150,ChIP,high mobility group nucleosome binding domain 1,P05114,22009741,Homo sapiens,DNA Binding,"MECP2,HMGN1",,Xq28,21q22.2
28722,MECP2,HNRNPA1,3178,"ChIP-chip,IP;    LC-MS/MS",heterogeneous nuclear ribonucleoprotein A1,P09651,18042715,Homo sapiens,DNA Binding,"MECP2,HNRNPA1",,Xq28,0
28723,MECP2,HNRNPA1,3178,"ChIP-chip,IP;    LC-MS/MS",heterogeneous nuclear ribonucleoprotein A1,P09651,26344767,Homo sapiens,Protein Binding,"MECP2,HNRNPA1",,Xq28,0
28724,MECP2,HNRNPA2B1,3181,"ChIP-chip,IP;    LC-MS/MS",heterogeneous nuclear ribonucleoprotein A2/B1,P22626,18042715,Homo sapiens,DNA Binding,"MECP2,HNRNPA2B1",,Xq28,0
28725,MECP2,HNRNPA3,220988,IP;    LC-MS/MS,heterogeneous nuclear ribonucleoprotein A3,P51991,26344767,Homo sapiens,Protein Binding,"MECP2,HNRNPA3",,Xq28,0
28726,MECP2,HNRNPC,3183,"IP;    LC-MS/MS,IP;    LC-MS/MS,IP; LC-MS/MS",heterogeneous nuclear ribonucleoprotein C (C1/C2),P07910,26344767,Homo sapiens,Protein Binding,"MECP2,HNRNPC",,Xq28,0
28727,MECP2,HNRNPF,3185,"UV-cross-linking assay;      EMSA,IP; LC-MS/MS",eterogeneous nuclear ribonucleoprotein F,P52597,20400852,Homo sapiens,Protein Binding,"MECP2,HNRNPF",,Xq28,10q11.21
28728,MECP2,HNRNPH1,3187,"IP;    LC-MS/MS,IP; LC-MS/MS",heterogeneous nuclear ribonucleoprotein H1 (H),P31943,26344767,Homo sapiens,Protein Binding,"MECP2,HNRNPH1",,Xq28,0
28729,MECP2,HNRNPK,3190,IP;    LC-MS/MS,heterogeneous nuclear ribonucleoprotein K,P61978,26344767,Homo sapiens,Protein Binding,"MECP2,HNRNPK",,Xq28,9q21.32
28730,MECP2,HRAS,3265,ChIP-chip,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,P01112,18042715,Homo sapiens,DNA Binding,"MECP2,HRAS",,Xq28,11p15.5
28731,MECP2,HSPB1,3315,Luciferase reporter assay;      ChIP,heat shock 27kDa protein 1,P04792,22275515,Homo sapiens,DNA Binding,"MECP2,HSPB1",,Xq28,0
28732,MECP2,ID1,3397,"ChIP,ChIP","inhibitor of DNA binding 1, dominant negative helix-loop-helix protein",P41134,16682435,Homo sapiens,DNA Binding,"MECP2,ID1",,Xq28,0
28733,MECP2,ID2,3398,ChIP,"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",Q02363,16682435,Homo sapiens,DNA Binding,"MECP2,ID2",,Xq28,0
28734,MECP2,ID3,3399,ChIP,"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein",Q02535,16682435,Homo sapiens,DNA Binding,"MECP2,ID3",,Xq28,0
28735,MECP2,ID4,3400,ChIP,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",P47928,16682435,Homo sapiens,DNA Binding,"MECP2,ID4",,Xq28,0
28736,MECP2,IGF2,3481,ChIP,insulin-like growth factor 2 (somatomedin A),P01344,14633992,Homo sapiens,DNA Binding,"MECP2,IGF2",,Xq28,0
28737,MECP2,IGFBP2,3485,ChIP,"insulin-like growth factor binding protein 2, 36kDa",P18065,15549394,Homo sapiens,DNA Binding,"MECP2,IGFBP2",,Xq28,0
28738,MECP2,IL6,3569,ChIP,"interleukin 6 (interferon, beta 2)",B4DVM1,19745053,Homo sapiens,DNA Binding,"MECP2,IL6",,Xq28,0
28739,MECP2,ITGB3BP,23421,IP;     LC-MS/MS,integrin beta 3 binding protein (beta3-endonexin),Q13352,26186194,Homo sapiens,Protein Binding,"MECP2,ITGB3BP",,Xq28,0
28740,MECP2,JMJD1C,221037,IP/WB,jumonji domain containing 1C,Q15652,26181491,Homo sapiens,Protein Binding,"MECP2,JMJD1C",,Xq28,10q21.3
28741,MECP2,JUNB,3726,ChIP,jun B proto-oncogene,P17275,18042715,Homo sapiens,DNA Binding,"MECP2,JUNB",,Xq28,0
28742,MECP2,KHSRP,8570,ChIP-chip,KH-type splicing regulatory protein,Q92945,18042715,Homo sapiens,DNA Binding,"MECP2,KHSRP",,Xq28,0
28743,MECP2,KIF25-AS1,100505879,ChIP,KIF25 antisense RNA 1,Q9Y6Z4,21593744,Homo sapiens,DNA Binding,"MECP2,KIF25-AS1",,Xq28,0
28744,MECP2,KPNA3,3839,"IP;     LC-MS/MS,IP;     LC-MS/MS;     IP/WB;     in vitro binding assay",karyopherin alpha 3 (importin alpha 4),O00505,26186194,Homo sapiens,Protein Binding,"MECP2,KPNA3",,Xq28,0
28745,MECP2,KPNA3,3839,"IP;     LC-MS/MS,IP;     LC-MS/MS;     IP/WB;     in vitro binding assay",karyopherin alpha 3 (importin alpha 4),O00505,26245896,Homo sapiens,Protein Binding,"MECP2,KPNA3",,Xq28,0
28746,MECP2,KPNA4,3840,"IP;     LC-MS/MS,IP;     LC-MS/MS;     IP/WB;     in vitro binding assay",karyopherin alpha 4 (importin alpha 3),O00629,26186194,Homo sapiens,Protein Binding,"MECP2,KPNA4",,Xq28,0
28747,MECP2,KPNA4,3840,"IP;     LC-MS/MS,IP;     LC-MS/MS;     IP/WB;     in vitro binding assay",karyopherin alpha 4 (importin alpha 3),O00629,26245896,Homo sapiens,Protein Binding,"MECP2,KPNA4",,Xq28,0
28748,MECP2,KPNB1,3837,ChIP-chip,karyopherin (importin) beta 1,Q14974,18042715,Homo sapiens,DNA Binding,"MECP2,KPNB1",,Xq28,0
28749,MECP2,LBR,3930,IP/WB,lamin B receptor,Q14739,19331822,Homo sapiens,Protein Binding,"MECP2,LBR",,Xq28,0
28750,MECP2,LENG8,114823,IP;     LC-MS/MS,leukocyte receptor cluster (LRC) member 8,Q96PV6,26186194,Homo sapiens,Protein Binding,"MECP2,LENG8",,Xq28,0
28752,MECP2,MAGEA1,4100,ChIP,"melanoma antigen family A, 1 (directs expression of antigen MZ2-E)",P43355,17634428,Homo sapiens,DNA Binding,"MECP2,MAGEA1",,Xq28,0
28753,MECP2,MAGEA2,4101,ChIP,"melanoma antigen family A, 2",P43356,17634428,Homo sapiens,DNA Binding,"MECP2,MAGEA2",,Xq28,0
28754,MECP2,MAGEA3,4102,ChIP,"melanoma antigen family A, 3",P43357,17634428,Homo sapiens,DNA Binding,"MECP2,MAGEA3",,Xq28,0
28755,MECP2,MEF2C,4208,Reporter assay,myocyte enhancer factor 2C,Q06413,20513142,Homo sapiens,DNA Binding,"MECP2,MEF2C",,Xq28,5q14.3
28756,MECP2,METAP2,10988,IP;     LC-MS/MS,methionyl aminopeptidase 2,P50579,26186194,Homo sapiens,Protein Binding,"MECP2,METAP2",,Xq28,0
28757,MECP2,MGMT,4255,ChIP,O-6-methylguanine-DNA methyltransferase,P16455,15657354,Homo sapiens,DNA Binding,"MECP2,MGMT",,Xq28,0
28758,MECP2,MINA,84864,IP;     LC-MS/MS,MYC induced nuclear antigen,Q8IUF8,26186194,Homo sapiens,Protein Binding,"MECP2,MINA",,Xq28,0
28759,MECP2,miR-432,574451,Luciferase reporter assay;      IP/WB,microRNA 432,,24657437,Homo sapiens,RNA Binding,"MECP2,miR-432",,Xq28,0
28760,MECP2,MIR132,406921,Luciferase reporter assay,microRNA 132,,21118894,Homo sapiens,DNA Binding,"MECP2,MIR132",,Xq28,0
